"xSectMax","vimpelId","xSectAvg","name","diameter","depth","mass","span","cosparId","satno","height","width","xSectMin","shape","objectClass"
"23.657",,"13.5615","Starlink 2132",NULL,"1.5","260","8.86","2021-017H","47729.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE 44",NULL,"0.1","0.284","0.9","2021-006BF","47466.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"23.657",,"13.5615","Starlink 2140",NULL,"1.5","260","8.86","2021-017J","47730.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE-114",NULL,"0.1","0.284","0.9","2022-026C","52010.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"0.0281",,"0.0156","SpaceBEE 56",NULL,"0.1","0.284","0.9","2021-006BH","47468.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"23.657",,"13.5615","Starlink 2185",NULL,"1.5","260","8.86","2021-017AX","47767.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2141",NULL,"1.5","260","8.86","2021-017K","47731.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2189",NULL,"1.5","260","8.86","2021-017AY","47768.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE 45",NULL,"0.1","0.284","0.9","2021-006BK","47470.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"23.657",,"13.5615","Starlink 2192",NULL,"1.5","260","8.86","2021-017AZ","47769.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2142",NULL,"1.5","260","8.86","2021-017L","47732.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2143",NULL,"1.5","260","8.86","2021-017M","47733.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE 63",NULL,"0.1","0.284","0.9","2021-006AF","47442.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"23.657",,"13.5615","Starlink 2144",NULL,"1.5","260","8.86","2021-017N","47734.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2193",NULL,"1.5","260","8.86","2021-017BA","47770.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE 50",NULL,"0.1","0.284","0.9","2021-006AG","47443.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"23.657",,"13.5615","Starlink 2194",NULL,"1.5","260","8.86","2021-017BB","47771.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2195",NULL,"1.5","260","8.86","2021-017BC","47772.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2146",NULL,"1.5","260","8.86","2021-017P","47735.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2147",NULL,"1.5","260","8.86","2021-017Q","47736.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE 51",NULL,"0.1","0.284","0.9","2021-006AH","47444.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"23.657",,"13.5615","Starlink 2148",NULL,"1.5","260","8.86","2021-017R","47737.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2196",NULL,"1.5","260","8.86","2021-017BD","47773.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.951063",,"0.4458","Capella 3",NULL,"0.3","112","3.5","2021-006CE","47489.0","0.5","0.3","0.09","Box + 1 Pan + 1 Dish + 1 Rod","Payload"
"0.0281",,"0.0156","SpaceBEE-126",NULL,"0.1","0.284","0.9","2022-026D","52011.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"23.657",,"13.5615","Starlink 2149",NULL,"1.5","260","8.86","2021-017S","47738.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2150",NULL,"1.5","260","8.86","2021-017T","47739.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE 52",NULL,"0.1","0.284","0.9","2021-006N","47425.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"23.657",,"13.5615","Starlink 2152",NULL,"1.5","260","8.86","2021-017U","47740.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2154",NULL,"1.5","260","8.86","2021-017V","47741.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2172",NULL,"1.5","260","8.86","2021-017AK","47755.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"2.4272",,"1.1788","QPS-SAR 2 ","0.8",NULL,"120",NULL,"2021-006CA","47485.0","0.6",NULL,"0.4157","Hex Cyl + 2 Pan + 1 Dish","Payload"
"23.657",,"13.5615","Starlink 2176",NULL,"1.5","260","8.86","2021-017AN","47758.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2156",NULL,"1.5","260","8.86","2021-017W","47742.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2157",NULL,"1.5","260","8.86","2021-017X","47743.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2200",NULL,"1.5","260","8.86","2021-006B","47414.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2158",NULL,"1.5","260","8.86","2021-017Y","47744.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2177",NULL,"1.5","260","8.86","2021-017AP","47759.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2201",NULL,"1.5","260","8.86","2021-006C","47415.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2183",NULL,"1.5","260","8.86","2021-017AV","47765.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE-118",NULL,"0.1","0.284","0.9","2022-026E","52012.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"23.657",,"13.5615","Starlink 2159",NULL,"1.5","260","8.86","2021-017Z","47745.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2202",NULL,"1.5","260","8.86","2021-006D","47416.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2160",NULL,"1.5","260","8.86","2021-017AA","47746.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2161",NULL,"1.5","260","8.86","2021-017AB","47747.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE-120",NULL,"0.1","0.284","0.9","2022-026F","52013.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"23.657",,"13.5615","Starlink 2208",NULL,"1.5","260","8.86","2021-006K","47422.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE-122",NULL,"0.1","0.284","0.9","2022-026G","52014.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"23.657",,"13.5615","Starlink 2162",NULL,"1.5","260","8.86","2021-017AC","47748.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2163",NULL,"1.5","260","8.86","2021-017AD","47749.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2164",NULL,"1.5","260","8.86","2021-017AE","47750.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2168",NULL,"1.5","260","8.86","2021-017AF","47751.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.222098",,"0.1264","Omnispace LEO-2",NULL,"0.2","20","1","2022-057AR","52771.0","0.3","0.2","0.04","Box + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 3699",NULL,"1.5","260","8.86","2022-025L","51966.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.043589",,"0.035","CPOD 1",NULL,"0.1","4","0.3","2022-057AS","52772.0","0.3","0.1","0.01","Box","Payload"
"22.0851",,"19.6153","Progress MS-16","2.7",NULL,"7430","7.9","2021-011A","47618.0","7.9",NULL,"5.72555","Cyl + Sphere + Cone + 2 Pan","Payload"
"0.0075",,"0.00625","FossaSat 2E12",NULL,"0.05","0.5","0.1","2022-057AT","52773.0","0.1","0.05","0.0025","Box","Payload"
"23.657",,"13.5615","Starlink 3695",NULL,"1.5","260","8.86","2022-025M","51967.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"18.1633",,"11.3162","RXTE",NULL,"3.9","3007.93","3.9","1995-074A","23757.0","3.9","1.8","5.51349","Hex Poly + 2 Pan","Payload"
"0.14",,"0.110113","Starlink operational debris (deployment rail)","0.02",NULL,"100","7","2022-025BD","52007.0","7",NULL,"0.000314159","Cyl","Rocket Mission Related Object"
"6.7413",,"5.66648","Iridium 13",NULL,"8.37","662","8.37","1997-030E","24840.0","4.06","1","3.85","Box + 2 Pan","Payload"
"6.7413",,"5.66648","Iridium 25",NULL,"8.37","662","8.37","1997-043B","24904.0","4.06","1","3.85","Box + 2 Pan","Payload"
"6.7413",,"5.66648","Iridium 19",NULL,"8.37","662","8.37","1997-056A","24965.0","4.06","1","3.85","Box + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 3708",NULL,"1.5","260","8.86","2022-029Z","52111.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"6.7413",,"5.66648","Iridium 72",NULL,"8.37","662","8.37","1998-032B","25343.0","4.06","1","3.85","Box + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 3666",NULL,"1.5","260","8.86","2022-025Y","51978.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 3656",NULL,"1.5","260","8.86","2022-025Z","51979.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE-119",NULL,"0.1","0.284","0.9","2022-026H","52015.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"22.2862",,"14.5632","Molniya 3-3","1.6",NULL,"1750","8.1","1975-105A","8425.0","3.6",NULL,"5.8186","Cyl + 6 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE-115",NULL,"0.1","0.284","0.9","2022-026J","52016.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"0.0173205",,"0.015","OreSat 0",NULL,"0.1","1","0.1","2022-026K","52017.0","0.1","0.1","0.01","Box","Payload"
"6.7413",,"5.66648","Iridium 8",NULL,"8.37","662","8.37","1997-020A","24792.0","4.06","1","3.85","Box + 2 Pan","Payload"
"6.6052",,"3.6572","CZ-4B operational debris (adapter)",NULL,"2.9","50","2.9","2008-053D","33411.0","1","2.9","1.45","Cone","Rocket Mission Related Object"
"0.0281",,"0.0156","SpaceBEE NZ-14",NULL,"0.1","0.284","0.9","2022-026L","52018.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"0.881391",,"0.706858","DMSP F-19 operational debris (OLS cover)","1",NULL,"5","1","2014-015E","43415.0","0.4",NULL,"0.4","Cyl","Payload Mission Related Object"
"0.0767886",,"0.0589049","DMSP F-19 operational debris (OLS cooler cover)","0.3",NULL,"1","0.3","2014-015F","43416.0","0.1",NULL,"0.03","Cyl","Payload Mission Related Object"
"0.0910305",,"0.0375","SpaceBEE NZ-11",NULL,"0.1","0.284","0.9","2022-026M","52019.0","0.025","0.1","0.0025","Box + 2 Ant","Payload"
"0.0281",,"0.0156","SpaceBEE-125",NULL,"0.1","0.284","0.9","2022-026P","52021.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"2.29672",,"1.2842","ELSA-D",NULL,"0.6","175","3.3","2021-022N","47944.0","1.1","0.6","0.36","Box + 2 Pan","Payload"
"0.043589",,"0.035","LacunaSat 2b",NULL,"0.1","4","0.3","2021-022S","47948.0","0.3","0.1","0.01","Box","Payload"
"0.783837",,"0.64","AggieSat-4",NULL,"0.8","51","0.8","1998-067HP","41313.0","0.8","0.4","0.32","Box","Payload"
"0.174028",,"0.1094","Kepler 7",NULL,"0.2","15","0.7","2021-022T","47949.0","0.3","0.2","0.04","Box + 2 Pan","Payload"
"0.174028",,"0.1094","Kepler 6",NULL,"0.2","15","0.7","2021-022Z","47955.0","0.3","0.2","0.04","Box + 2 Pan","Payload"
"0.03",,"0.025","ChallengeOne",NULL,"0.1","2","0.2","2021-022AA","47956.0","0.2","0.1","0.01","Box","Payload"
"23.657",,"13.5615","Starlink 2698",NULL,"1.5","260","8.86","2021-040AG","48458.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2579",NULL,"1.5","260","8.86","2021-040AH","48459.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.043589",,"0.035","Sateliot 1",NULL,"0.1","4","0.3","2021-022AF","47961.0","0.3","0.1","0.01","Box","Payload"
"23.657",,"13.5615","Starlink 2582",NULL,"1.5","260","8.86","2021-040AJ","48460.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
NULL,,NULL,"Molniya-M Block L debris",NULL,NULL,"163.59",NULL,"1981-088E","12822.0",NULL,NULL,NULL,,"Rocket Fragmentation Debris"
"23.657",,"13.5615","Starlink 2693",NULL,"1.5","260","8.86","2021-040AK","48461.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"20.5052",,"7.18747","USA 328",NULL,"0.2","300","9","2022-064B","52889.0","0.2","2.8","0.04","Box + 1 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE-117",NULL,"0.1","0.284","0.9","2022-026Q","52022.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"4.6183",,"2.7153","Huan Jing 2A",NULL,"1","510",NULL,"2020-067A","46478.0","1.4","1","1","Box + 2 Pan","Payload"
"0.14",,"0.110113","Starlink operational debris (deployment rail)","0.02",NULL,"100","7","2021-036BN","48336.0","7",NULL,"0.000314159","Cyl","Rocket Mission Related Object"
"4.6183",,"2.7153","Huan Jing 2B",NULL,"1","510",NULL,"2020-067B","46479.0","1.4","1","1","Box + 2 Pan","Payload"
"0.14",,"0.110113","Starlink operational debris (deployment rail)","0.02",NULL,"100","7","2021-036BP","48337.0","7",NULL,"0.000314159","Cyl","Rocket Mission Related Object"
"23.657",,"13.5615","Starlink 2683",NULL,"1.5","260","8.86","2021-040AL","48462.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.14",,"0.110113","Starlink operational debris (deployment rail) ","0.02",NULL,"100","7","2021-036BQ","48338.0","7",NULL,"0.000314159","Cyl","Rocket Mission Related Object"
"0.14",,"0.110113","Starlink operational debris (deployment rail) ","0.02",NULL,"100","7","2021-036BR","48339.0","7",NULL,"0.000314159","Cyl","Rocket Mission Related Object"
"0.1911",,"0.1076","Flock 2e'-2",NULL,"0.1","4.7","0.3","1998-067JB","41481.0","0.3","0.1","0.018","Box + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 2686",NULL,"1.5","260","8.86","2021-040AN","48464.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2687",NULL,"1.5","260","8.86","2021-040AQ","48466.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE-116",NULL,"0.1","0.284","0.9","2022-026R","52023.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"23.657",,"13.5615","Starlink 2661",NULL,"1.5","260","8.86","2021-040AT","48469.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE-113",NULL,"0.1","0.284","0.9","2022-026S","52024.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"67.1153",,"33.2133","SBIRS GEO-5",NULL,"2.5","4500","25","2021-042A","48618.0","6","2.5","6.25","Box + 2 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE-112",NULL,"0.1","0.284","0.9","2022-026T","52025.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"45.4234",,"24.0183","Shikisai",NULL,"2.5","2093","16.5","2017-082A","43065.0","4.6","2.5","6.25","Box + 2 Pan + 1 Dish","Payload"
"6.37979",,"3.70613","Tsubame",NULL,"0.9","400","5.2","2017-082B","43066.0","2.5","0.9","0.81","Box + 2 Pan","Payload"
"0.0281",,"0.0156","SpaceBEE NZ-13",NULL,"0.1","0.284","0.9","2022-026U","52026.0","0.025","0.1","0.0095","Box + 2 Ant","Payload"
"38.8864",,"35.1858","H-II LE-5B (H-IIA 202)","4",NULL,"3000","9.2","2017-082C","43067.0","9.2",NULL,"12.5664","Cyl","Rocket Body"
"0.14",,"0.110113","Starlink operational debris (deployment rail)","0.02",NULL,"100","7","2021-038BR","48416.0","7",NULL,"0.000314159","Cyl","Rocket Mission Related Object"
"0.636173",,"0.533012","GCOM-C adapter","0.9",NULL,"50","0.9","2017-082D","43068.0","0.5",NULL,"0.28125","Trunc Cone","Payload Mission Related Object"
"23.657",,"13.5615","Starlink 2266",NULL,"1.5","260","8.86","2021-024W","47997.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"21.3256",,"14.4233","Iridium Next SV135",NULL,"1.5","860","9.4","2017-083A","43070.0","3.1","1.5","1.8988","Trap Cyl + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 2484",NULL,"1.5","260","8.86","2021-027BB","48141.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"21.3256",,"14.4233","Iridium Next SV138",NULL,"1.5","860","9.4","2017-083B","43071.0","3.1","1.5","1.8988","Trap Cyl + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 2485",NULL,"1.5","260","8.86","2021-027BC","48142.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2675",NULL,"1.5","260","8.86","2021-040AU","48470.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2722",NULL,"1.5","260","8.86","2021-040AW","48472.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2486",NULL,"1.5","260","8.86","2021-027BD","48143.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2658",NULL,"1.5","260","8.86","2021-040AX","48473.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2487",NULL,"1.5","260","8.86","2021-027BE","48144.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2738",NULL,"1.5","260","8.86","2021-044AG","48668.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2567",NULL,"1.5","260","8.86","2021-036A","48276.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2707",NULL,"1.5","260","8.86","2021-044AH","48669.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2763",NULL,"1.5","260","8.86","2021-044AJ","48670.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2569",NULL,"1.5","260","8.86","2021-036B","48277.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2745",NULL,"1.5","260","8.86","2021-044AK","48671.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2543",NULL,"1.5","260","8.86","2021-036C","48278.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2705",NULL,"1.5","260","8.86","2021-044AL","48672.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2580",NULL,"1.5","260","8.86","2021-036D","48279.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"21.3256",,"14.4233","Iridium Next SV116",NULL,"1.5","860","9.4","2017-083C","43072.0","3.1","1.5","1.8988","Trap Cyl + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 2565",NULL,"1.5","260","8.86","2021-036E","48280.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2711",NULL,"1.5","260","8.86","2021-044AM","48673.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2712",NULL,"1.5","260","8.86","2021-044AN","48674.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2520",NULL,"1.5","260","8.86","2021-036F","48281.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2737",NULL,"1.5","260","8.86","2021-044AP","48675.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2558",NULL,"1.5","260","8.86","2021-036G","48282.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2746",NULL,"1.5","260","8.86","2021-044AQ","48676.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2516",NULL,"1.5","260","8.86","2021-036H","48283.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2719",NULL,"1.5","260","8.86","2021-044AR","48677.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"21.3256",,"14.4233","Iridium Next SV130",NULL,"1.5","860","9.4","2017-083D","43073.0","3.1","1.5","1.8988","Trap Cyl + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 2573",NULL,"1.5","260","8.86","2021-038AT","48394.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"21.3256",,"14.4233","Iridium Next SV137",NULL,"1.5","860","9.4","2017-083G","43076.0","3.1","1.5","1.8988","Trap Cyl + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 3698",NULL,"1.5","260","8.86","2022-029W","52108.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2574",NULL,"1.5","260","8.86","2021-038AU","48395.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"21.3256",,"14.4233","Iridium Next SV141",NULL,"1.5","860","9.4","2017-083H","43077.0","3.1","1.5","1.8988","Trap Cyl + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 2575",NULL,"1.5","260","8.86","2021-038AV","48396.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"21.3256",,"14.4233","Iridium Next SV153",NULL,"1.5","860","9.4","2017-083J","43078.0","3.1","1.5","1.8988","Trap Cyl + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 2590",NULL,"1.5","260","8.86","2021-038AW","48397.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"21.3256",,"14.4233","Iridium Next SV131",NULL,"1.5","860","9.4","2017-083K","43079.0","3.1","1.5","1.8988","Trap Cyl + 2 Pan","Payload"
"18.6376",,"8.13521","Ludi Kancha Weixing 2","1.5",NULL,"1000","10","2017-084A","43080.0","2",NULL,"1.46142","Hex Cyl + 3 Pan","Payload"
"23.657",,"13.5615","Starlink 2588",NULL,"1.5","260","8.86","2021-038AX","48398.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2587",NULL,"1.5","260","8.86","2021-038AY","48399.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"0.798815","144605.0","0.742201","Meteosat 3 AKM (MAGE 1)","0.7",NULL,"359","1","1988-051G","43333.0","1",NULL,"0.384845","Cyl","Payload Mission Related Object"
"52.4052",,"24.4229","Cosmos-2526","2",NULL,"3162","27","2018-037A","43432.0","6",NULL,"3.14159","Cyl + 2 Pan","Payload"
"23.657",,"13.5615","Starlink 2576",NULL,"1.5","260","8.86","2021-038AZ","48400.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"16.3118",,"14.4513","Briz-M (Proton-M/Briz-M)","4",NULL,"2370","4","2018-037B","43433.0","2.6",NULL,"10.4","Cyl","Rocket Body"
"23.657",,"13.5615","Starlink 2571",NULL,"1.5","260","8.86","2021-038BA","48401.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"12.5664",,"8.2179","Briz-M auxiliary tank (DTB)",NULL,NULL,"1000","4","2018-037C","43434.0","2.1","4","7.45361","Torus","Rocket Mission Related Object"
"23.657",,"13.5615","Starlink 2703",NULL,"1.5","260","8.86","2021-040AA","48452.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"4.52602",,"2.79394","TESS","1.2",NULL,"362","3.7","2018-038A","43435.0","1.5",NULL,"1.13097","Flared Cyl + 2 Pan","Payload"
"11.909",,"11.027","Briz-KM (Rokot-KM)","2.6",NULL,"2300","4.1","2018-039B","43438.0","4.1",NULL,"5.30929","Cyl","Rocket Body"
"23.657",,"13.5615","Starlink 2620",NULL,"1.5","260","8.86","2021-040AB","48453.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2615",NULL,"1.5","260","8.86","2021-044AS","48678.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2654",NULL,"1.5","260","8.86","2021-040AC","48454.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2648",NULL,"1.5","260","8.86","2021-044AT","48679.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2497",NULL,"1.5","260","8.86","2021-040AD","48455.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2649",NULL,"1.5","260","8.86","2021-044AU","48680.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2725",NULL,"1.5","260","8.86","2021-044AV","48681.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
"23.657",,"13.5615","Starlink 2529",NULL,"1.5","260","8.86","2021-040AF","48457.0","0.1","3.7","0.2311","Box + 1 Pan","Payload"
